Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
498,Wailmer,,320,♂,1063,196,15,12,11,84.4,26.0,26.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",20/2/2023,,,0,0,0,4000,62.88%,1521,93.65%,262000,214,Wailmer,,0,93.99%,247,97.41%,406000,614,Wailord,,0,,,,,,,,,
499,Wailmer,,320,♀,609,149,11,15,12,84.4,15.0,15.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",26/2/2023,,,0,0,0,1900,82.39%,722,96.18%,41900,439,Wailord,,0,99.71%,13,99.17%,481400,668,Wailord,,0,,,,,,,,,
500,Volbeat,,313,♂,743,90,14,14,11,86.7,15.0,15.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",25/2/2023,,,0,0,0,1900,41.83%,2383,94.18%,101400,90,Volbeat,,0,98.58%,59,96.83%,496400,268,Volbeat,,0,,,,,,,,,
501,Vikavolt,,738,♀,1912,123,13,11,13,82.2,22.0,22.0,Mud-Slap,Discharge,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",3/2/2023,,,0,0,0,3000,,,,,,,,,43.00%,2335,95.70%,49500,44,Vikavolt,,0,,,,,,,,,
502,Venomoth,,49,♂,1499,126,10,15,13,84.4,26.0,26.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",2/2/2023,,,0,0,0,4000,94.43%,229,97.25%,0,0,Venomoth,,0,,,,,,,,,,,,,,,,,G
503,Vaporeon,,134,♂,2557,209,14,14,14,93.3,29.0,29.0,Water Gun,Aqua Tail,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",19/3/2023,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
504,Vaporeon,,134,♂,2739,220,10,6,12,62.2,35.0,35.0,Water Gun,Aqua Tail,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",19/1/2023,,,0,0,0,5000,,,,,,,,,,,,,,,,,,,,,,,,,
505,Roselia,,315,♀,774,76,15,10,10,77.8,15.0,15.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",17/12/2022,,,0,0,0,1900,44.30%,2282,94.97%,12000,112,Roserade,,0,48.55%,2108,96.16%,101400,190,Roserade,,0,,,,,,,,,
506,Piloswine,,221,♂,1776,166,14,11,15,88.9,27.0,27.0,Powder Snow,Avalanche,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",31/12/2022,,,0,0,0,4500,,,,,,,,,85.30%,603,96.91%,329000,206,Piloswine,,0,,,,,,,,,
507,Unown,,201,,862,101,7,11,9,60.0,28.0,28.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",25/2/2023,,,0,0,0,4500,74.77%,1034,87.48%,419000,198,Unown,,0,74.77%,1034,87.48%,419000,198,Unown,,0,,,,,,,,,
508,Unfezant,,521,♂,2285,149,11,13,14,84.4,30.0,30.0,Air Slash,Sky Attack,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",30/12/2022,,,0,0,0,0,,,,,,,,,70.60%,1205,97.01%,70000,74,Unfezant,,0,,,,,,,,,
509,Tyrogue,,236,♂,272,75,14,12,15,91.1,20.0,20.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",19/2/2023,,,0,0,0,2500,60.68%,1611,95.22%,27500,50,Hitmontop,,0,99.41%,25,98.12%,475000,273,Hitmontop,,0,88.77%,461,93.95%,301000,248,Tyrogue,,0,
510,Tyranitar,,248,♂,3231,170,15,14,8,82.2,30.0,30.0,Smack Down,Fire Blast,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",21/1/2023,,,0,0,0,4500,,,,,,,,,,,,,,,,,,,,,,,,,
511,Tyranitar,,248,♀,1632,124,15,12,15,93.3,15.0,15.0,Iron Tail,Crunch,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",21/1/2023,,,0,0,0,1900,,,,,,,,,17.29%,3388,94.40%,35400,33,Tyranitar,Normal,0,,,,,,,,,
512,Trubbish,,568,♂,587,91,15,11,13,86.7,21.0,21.0,Take Down,Gunk Shot,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",27/2/2023,23.31kg,0.5m,0,0,0,3000,28.84%,2915,93.92%,9000,59,Garbodor,,0,69.91%,1233,95.78%,358000,294,Garbodor,,0,,,,,,,,,
513,Trapinch,,328,♂,526,71,14,12,11,82.2,15.0,15.0,,,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",25/2/2023,,,0,0,0,1900,55.73%,1814,95.36%,21400,145,Flygon,,0,37.22%,2572,95.48%,190400,315,Flygon,,0,,,,,,,,,
514,Toxicroak,,454,♀,2197,158,15,5,15,77.8,34.0,34.0,Poison Jab,Sludge Bomb,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",18/1/2023,,,0,0,0,7000,,,,,,,,,32.55%,2763,95.11%,166000,134,Toxicroak,,0,,,,,,,,,
515,Toucannon,,733,♂,2346,151,12,15,14,91.1,32.0,32.0,Rock Smash,Drill Peck,,"2023-03-21 2:26 pm","2023-03-21 2:26 pm",15/2/2023,,,0,0,0,2500,,,,,,,,,80.46%,801,97.43%,56000,64,Toucannon,,0,,,,,,,,,
516,Totodile,,158,♂,210,51,4,2,0,13.3,8.0,8.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",4/2/2023,,,0,1,0,961,30.96%,2828,94.23%,49330,194,Feraligatr,,1,38.46%,2521,95.71%,292338,467,Feraligatr,,1,26.69%,3003,90.87%,37690,57,Totodile,,1,
517,Togetic,,176,♂,1044,99,15,13,15,95.6,21.5,21.5,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",20/12/2022,,,0,0,0,3000,39.71%,2470,94.21%,83000,73,Togetic,,0,34.02%,2703,94.92%,31000,127,Togekiss,,0,,,,,,,,,
518,Togekiss,,468,♂,2066,132,15,10,14,86.7,22.0,22.0,Charm,Dazzling Gleam,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",4/12/2022,,,0,0,0,3000,,,,,,,,,48.33%,2117,95.48%,32000,28,Togekiss,,0,,,,,,,,,
519,Tapu Lele,,786,,2451,121,15,13,10,84.4,25.0,25.0,Confusion,Future Sight,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",14/2/2023,,,0,0,0,4000,,,,,,,,,68.77%,1280,96.54%,4000,3,Tapu Lele,,0,,,,,,,,,
520,Tangela,,114,,1476,116,8,14,15,82.2,24.0,24.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",2/3/2023,,,0,0,0,4000,67.42%,1335,95.48%,0,0,Tangela,,0,58.85%,1686,96.62%,46000,140,Tangrowth,,0,,,,,,,,,
521,Sylveon,,700,♂,1952,147,13,5,15,73.3,23.0,23.0,Charm,Draining Kiss,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",29/11/2022,,,0,0,0,3500,,,,,,,,,10.16%,3680,93.84%,48000,42,Sylveon,,0,,,,,,,,,
522,Swanna,,581,♂,1692,138,9,9,7,55.6,31.0,31.0,Air Slash,Ice Beam,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",30/12/2022,,,0,0,0,1600,,,,,,,,,60.76%,1608,89.03%,390000,174,Swanna,,0,,,,,,,,,
523,Surskit,,283,♂,323,67,12,14,11,82.2,15.0,15.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",25/2/2023,,,0,0,0,1900,49.06%,2087,94.46%,41900,89,Masquerain,,0,98.34%,69,98.31%,496400,318,Masquerain,,0,44.88%,2258,91.89%,38400,36,Surskit,,0,
524,Sunkern,,191,♂,149,57,5,9,3,37.8,17.0,17.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",2/3/2023,,,0,0,0,2200,59.51%,1659,95.21%,60800,104,Sunflora,,0,29.84%,2874,85.64%,488800,310,Sunflora,,0,33.63%,2719,70.37%,488800,260,Sunkern,,0,
525,Sudowoodo,,185,♀,913,96,15,12,15,93.3,15.0,15.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",12/3/2023,,,0,0,0,1900,49.11%,2085,94.77%,48900,45,Sudowoodo,,0,99.76%,11,98.43%,496400,268,Sudowoodo,,0,,,,,,,,,
526,Stunky,,434,♀,975,128,11,11,11,73.3,33.0,33.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",2/2/2023,,,0,0,0,0,89.06%,449,90.82%,366000,150,Stunky,,0,87.55%,511,96.62%,308000,200,Skuntank,,0,,,,,,,,,
527,Stoutland,,508,♂,2582,158,14,15,10,86.7,35.0,35.0,Take Down,Crunch,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",26/1/2023,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
528,Staraptor,,398,♂,1936,140,10,10,13,73.3,25.0,25.0,Wing Attack,Brave Bird,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",2/3/2023,,,0,0,0,4000,,,,,,,,,79.90%,824,97.31%,99000,94,Staraptor,,0,,,,,,,,,
529,Stantler,,234,♂,1230,115,12,6,12,66.7,21.0,21.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",24/1/2023,,,0,0,0,3000,48.69%,2102,94.90%,30000,27,Stantler,,0,33.58%,2721,95.45%,164000,216,Wyrdeer,,0,,,,,,,,,
530,Squirtle,,7,♂,453,79,11,7,14,71.1,18.0,18.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",1/1/2023,,,0,0,0,2200,46.11%,2208,94.56%,20400,143,Blastoise,Normal,0,65.20%,1426,96.14%,334400,381,Blastoise,Normal,0,31.84%,2792,90.97%,6900,6,Squirtle,,0,
531,Spritzee,,682,♀,264,75,7,15,15,82.2,8.0,8.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",28/2/2023,,,0,0,0,800,68.01%,1311,95.76%,55600,108,Aromatisse,,0,98.97%,43,98.87%,469600,340,Aromatisse,,0,59.02%,1679,93.35%,15600,20,Spritzee,,0,
532,Spritzee,,682,♀,475,99,9,15,14,84.4,14.0,14.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",21/2/2023,,,0,0,0,1600,75.65%,998,96.20%,41600,90,Aromatisse,,0,99.00%,42,98.87%,441600,322,Aromatisse,,0,68.03%,1310,94.02%,1600,2,Spritzee,,0,
533,Spoink,,325,♀,448,78,8,7,9,53.3,13.0,13.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",8/3/2023,,,0,0,0,1600,31.33%,2813,93.97%,48300,97,Grumpig,,0,82.00%,738,96.42%,502800,326,Grumpig,,0,83.13%,692,95.56%,4800,6,Spoink,,0,
534,Spinda,,327,♂,513,87,13,15,14,93.3,15.0,15.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",27/2/2023,,,0,0,0,1900,99.71%,13,98.47%,496400,268,Spinda,,0,99.71%,13,98.47%,496400,268,Spinda,,0,,,,,,,,,
535,Spewpa,,665,♀,201,71,15,14,11,88.9,15.0,15.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",5/3/2023,,,0,0,0,1900,42.17%,2369,94.45%,81900,174,Vivillon,,0,98.85%,48,96.85%,496400,368,Vivillon,,0,,,,,,,,,
536,Solrock,,338,,1490,145,5,10,15,66.7,24.0,24.0,Rock Throw,Rock Slide,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",14/1/2023,,,0,0,0,3500,92.41%,312,97.04%,0,0,Solrock,,0,,,,,,,,,,,,,,,,,G
537,Solrock,,338,,1233,129,15,7,15,82.2,19.0,19.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",25/2/2023,,,0,0,0,2500,44.32%,2281,94.28%,22000,20,Solrock,,0,75.41%,1008,95.90%,408000,252,Solrock,,0,,,,,,,,,
538,Solrock,,338,,1459,136,14,8,6,62.2,23.0,23.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",23/11/2022,,,0,0,0,3500,19.93%,3280,93.04%,3500,3,Solrock,,0,71.89%,1152,95.65%,443000,232,Solrock,,0,,,,,,,,,
539,Solosis,,577,♂,577,73,15,12,15,93.3,15.0,15.0,,,,"2023-03-21 2:25 pm","2023-03-21 2:25 pm",17/2/2023,,,0,0,0,1900,64.52%,1454,95.95%,12000,137,Reuniclus,,0,43.25%,2325,95.87%,96400,211,Reuniclus,,0,,,,,,,,,
540,Solosis,,577,♂,1109,104,10,8,13,68.9,31.0,31.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",20/3/2023,,,0,0,0,1900,80.85%,785,91.82%,390000,174,Solosis,,0,53.65%,1899,96.25%,18000,143,Reuniclus,,0,,,,,,,,,
541,Snubbull,,209,♀,484,88,0,0,5,11.1,17.0,17.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",21/3/2023,,,0,0,0,2200,49.40%,2073,94.47%,34300,81,Granbull,,0,58.95%,1682,95.95%,488800,310,Granbull,,0,78.17%,895,94.78%,2200,2,Snubbull,,0,
542,Snorlax,,143,♂,1921,209,15,14,12,91.1,21.0,21.0,Zen Headbutt,Body Slam,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",16/2/2023,,,0,0,0,3000,,,,,,,,,25.64%,3046,94.65%,42000,38,Snorlax,,0,,,,,,,,,
543,Snorlax,,143,♂,640,124,1,2,2,11.1,8.0,8.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",5/3/2023,,,0,0,0,800,28.60%,2925,93.60%,29200,34,Snorlax,,0,76.34%,970,97.02%,129600,122,Snorlax,,0,,,,,,,,,
544,Snorlax,,143,♀,1903,211,2,14,3,42.2,22.5,22.5,Zen Headbutt,Outrage,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",16/11/2022,,,0,0,0,3000,,,,,,,,,96.43%,147,98.49%,56000,49,Snorlax,,0,,,,,,,,,U
545,Sneasel,Normal,215,♂,1205,97,3,8,6,37.8,23.0,23.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",19/1/2023,,,0,0,0,3500,83.08%,694,96.60%,43500,38,Sneasel,Normal,0,58.39%,1705,95.99%,99000,190,Weavile,,0,,,,,,,,,
546,Smeargle,,235,♂,48,45,9,7,10,57.8,5.0,5.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",20/3/2023,,,0,0,0,600,64.22%,1466,79.24%,267600,296,Smeargle,,0,64.22%,1466,79.24%,267600,296,Smeargle,,0,64.22%,1466,79.24%,267600,296,Smeargle,,0,
547,Smeargle,,235,♂,317,108,15,14,14,95.6,26.0,26.0,,,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",25/12/2022,,,0,0,0,4000,99.90%,5,98.20%,186000,214,Smeargle,,0,99.90%,5,98.20%,186000,214,Smeargle,,0,99.90%,5,98.20%,186000,214,Smeargle,,0,
548,Slowpoke,Galarian,79,♀,899,156,4,11,10,55.6,29.0,29.0,Confusion,Surf,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",18/3/2023,,,0,0,0,5000,59.78%,1648,86.01%,410000,190,Slowpoke,Galarian,0,87.86%,498,97.80%,150000,225,Slowking,Galarian,0,,,,,,,,,
549,Slowking,Normal,199,♀,1078,117,15,13,12,88.9,15.0,15.0,Water Gun,Surf,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",18/3/2023,,,0,0,0,1900,13.02%,3563,92.74%,23900,22,Slowking,Normal,0,38.12%,2535,95.27%,236400,253,Slowking,Normal,0,,,,,,,,,
550,Slowking,Galarian,199,♂,1161,119,15,14,15,97.8,15.0,15.0,Confusion,Surf,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",18/3/2023,,,0,0,0,1900,22.98%,3155,93.44%,16400,16,Slowking,Galarian,0,56.34%,1789,96.32%,151400,142,Slowking,Galarian,0,,,,,,,,,
551,Slowbro,Galarian,80,♀,1015,119,11,12,14,82.2,15.0,15.0,Confusion,Surf,,"2023-03-21 2:24 pm","2023-03-21 2:24 pm",18/3/2023,,,0,0,0,1900,73.82%,1073,96.10%,32400,30,Slowbro,Galarian,0,68.60%,1287,96.53%,334400,268,Slowbro,Galarian,0,,,,,,,,,
552,Sliggoo,Normal,705,♂,1131,109,12,12,14,84.4,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",8/2/2023,,,0,0,0,2500,71.40%,1172,95.73%,43000,38,Sliggoo,Normal,0,17.92%,3362,94.43%,31000,128,Goodra,Normal,0,,,,,,,,,
553,Slaking,,289,,3227,202,12,12,14,84.4,26.0,26.0,Yawn,Play Rough,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",4/2/2023,,,0,0,0,4000,,,,,,,,,,,,,,,,,,,,,,,,,
554,Skrelp,,690,♀,602,90,15,13,15,95.6,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",5/2/2023,,,0,0,0,2500,57.19%,1754,95.11%,11000,60,Dragalge,,0,77.29%,931,96.06%,313000,298,Dragalge,,0,,,,,,,,,
555,Skorupi,,451,♂,339,65,7,8,15,66.7,13.0,13.0,Infestation,Aqua Tail,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",24/1/2023,,,0,1,0,1921,79.61%,836,96.45%,50167,110,Drapion,,1,82.66%,711,96.86%,468972,404,Drapion,,1,75.97%,985,94.38%,27364,36,Skorupi,,1,
556,Skorupi,,451,♀,538,78,10,13,11,75.6,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",2/3/2023,,,0,0,0,2500,45.89%,2217,94.78%,11000,60,Drapion,,0,60.76%,1608,95.70%,325000,298,Drapion,,0,,,,,,,,,
557,Skitty,,300,,439,94,11,13,14,84.4,22.0,22.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",11/2/2023,,,0,0,0,3000,73.68%,1079,94.82%,278000,288,Delcatty,,0,97.29%,112,95.30%,464000,288,Delcatty,,0,63.96%,1477,93.23%,20000,18,Skitty,,0,
558,Skiploom,,188,♂,721,108,13,13,10,80.0,27.0,27.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",6/3/2023,,,0,0,0,4500,26.59%,3007,93.27%,106000,208,Jumpluff,,0,95.65%,179,95.12%,428000,306,Jumpluff,,0,,,,,,,,,
559,Skiploom,,188,♀,731,113,8,9,12,64.4,29.0,29.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",20/3/2023,,,0,0,0,5000,55.46%,1825,95.02%,140000,260,Jumpluff,,0,76.61%,959,90.75%,410000,290,Jumpluff,,0,,,,,,,,,
560,Skarmory,,227,♀,1159,105,10,13,14,82.2,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",17/2/2023,,,0,0,0,2500,49.23%,2080,94.98%,35000,31,Skarmory,,0,95.60%,181,95.48%,475000,248,Skarmory,,0,,,,,,,,,
561,Skarmory,,227,♀,1192,104,15,14,12,91.1,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",30/12/2022,,,0,0,0,2500,30.89%,2831,94.03%,31000,28,Skarmory,,0,99.58%,18,98.25%,475000,248,Skarmory,,0,,,,,,,,,
562,Shuckle,,213,♀,83,33,14,12,5,68.9,8.0,8.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",12/3/2023,,,0,1,0,961,87.25%,523,85.86%,616338,378,Shuckle,,1,87.25%,523,85.86%,616338,378,Shuckle,,1,87.25%,523,85.86%,616338,378,Shuckle,,1,
563,Shiinotic,,756,♀,1090,101,14,14,10,84.4,21.0,21.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",10/2/2023,,,0,0,0,3000,15.73%,3452,93.13%,55500,50,Shiinotic,,0,97.24%,114,96.08%,470000,244,Shiinotic,,0,,,,,,,,,
564,Serperior,,497,♂,1951,143,11,14,12,82.2,32.0,32.0,Vine Whip,Grass Knot,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",2/3/2023,,,0,0,0,1900,,,,,,,,,99.39%,26,99.36%,378000,162,Serperior,,0,,,,,,,,,
565,Seismitoad,,537,♂,2020,171,15,14,9,84.4,28.0,28.0,Bubble,Muddy Water,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",2/2/2023,,,0,0,0,4500,,,,,,,,,24.10%,3109,94.99%,149000,168,Seismitoad,,0,,,,,,,,,U
566,Seedot,,273,♀,349,78,15,14,9,84.4,21.0,21.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",29/11/2022,,,0,0,0,3000,16.80%,3408,93.24%,9000,134,Shiftry,,0,88.30%,480,97.05%,384000,369,Shiftry,,0,27.08%,2987,89.09%,70000,62,Seedot,,0,
567,Sealeo,,364,♀,772,121,6,12,13,68.9,17.0,17.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",28/1/2023,,,0,0,0,2200,84.47%,637,96.94%,166800,162,Sealeo,,0,87.06%,531,97.51%,200800,306,Walrein,,0,,,,,,,,,
568,Seaking,,119,♂,340,65,8,13,13,75.6,6.0,6.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",19/11/2022,,,0,0,0,600,91.48%,350,97.14%,76400,77,Seaking,,0,92.09%,325,94.02%,516400,294,Seaking,,0,89.45%,433,95.95%,3600,5,Seaking,,0,
569,Seadra,,117,♂,862,81,12,10,12,75.6,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",3/3/2023,,,0,0,0,1900,66.81%,1360,95.53%,23900,122,Kingdra,,0,46.98%,2172,95.70%,217400,326,Kingdra,,0,,,,,,,,,
570,Scatterbug,,664,♂,189,65,10,11,11,71.1,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",11/3/2023,,,0,0,0,1900,34.33%,2690,94.06%,91400,207,Vivillon,,0,86.11%,570,91.89%,496400,393,Vivillon,,0,95.87%,170,95.34%,496400,268,Scatterbug,,0,
571,Scatterbug,,664,♂,200,66,12,15,12,86.7,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",6/3/2023,,,0,0,0,1900,41.29%,2405,94.41%,81900,199,Vivillon,,0,98.73%,53,96.71%,496400,393,Vivillon,,0,95.95%,167,95.36%,358400,268,Scatterbug,,0,
572,Scatterbug,,664,♂,203,66,14,13,12,86.7,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",11/3/2023,,,0,0,0,1900,29.62%,2883,93.80%,81900,199,Vivillon,,0,98.02%,82,96.08%,496400,393,Vivillon,,0,88.28%,481,93.32%,334400,268,Scatterbug,,0,
573,Scatterbug,,664,♂,203,67,14,12,14,88.9,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",13/3/2023,,,0,0,0,1900,26.37%,3016,93.64%,81900,199,Vivillon,,0,98.39%,67,96.38%,496400,393,Vivillon,,0,90.87%,375,93.88%,334400,268,Scatterbug,,0,
574,Scatterbug,,664,♀,205,66,15,12,13,88.9,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",11/2/2023,,,0,0,0,1900,23.57%,3131,93.48%,81900,199,Vivillon,,0,98.29%,71,96.32%,496400,393,Vivillon,,0,89.79%,419,93.62%,322400,268,Scatterbug,,0,
575,Scatterbug,,664,♂,205,66,14,15,12,91.1,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",12/3/2023,,,0,0,0,1900,61.95%,1559,95.42%,81900,199,Vivillon,,0,99.49%,22,97.74%,496400,393,Vivillon,,0,93.77%,256,94.60%,310400,268,Scatterbug,,0,
576,Sawk,,539,♂,2421,143,12,4,7,51.1,35.0,35.0,Low Kick,Body Slam,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",17/3/2023,,,0,0,0,7000,,,,,,,,,20.71%,3248,94.96%,32000,40,Sawk,,0,,,,,,,,,
577,Sandshrew,Normal,27,♂,512,76,11,13,10,75.6,15.0,15.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",17/12/2022,,,0,0,0,1900,26.25%,3021,93.48%,35400,83,Sandslash,Normal,0,78.85%,867,96.35%,410400,318,Sandslash,Normal,0,,,,,,,,,
578,Sandshrew,Normal,27,♂,671,87,15,2,9,57.8,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",18/3/2023,,,0,0,0,2500,4.42%,3915,91.83%,17000,66,Sandslash,Normal,0,34.14%,2698,93.72%,417000,298,Sandslash,Normal,0,,,,,,,,,
579,Sandshrew,Alola,27,♀,726,89,14,14,13,91.1,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",29/12/2022,,,0,0,0,2500,31.48%,2807,94.02%,8000,57,Sandslash,Alola,0,64.13%,1470,95.99%,289000,298,Sandslash,Alola,0,,,,,,,,,
580,Sandile,,551,♀,570,88,13,13,11,82.2,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",5/2/2023,,,0,0,0,2500,86.11%,570,95.70%,389000,273,Krokorok,,0,24.08%,3110,95.00%,65000,183,Krookodile,,0,,,,,,,,,
581,Salandit,,757,♀,614,89,11,12,15,84.4,20.0,20.0,,,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",21/1/2023,,,0,0,0,2500,59.88%,1644,95.55%,8000,57,Salazzle,,0,69.69%,1242,96.36%,278000,298,Salazzle,,0,,,,,,,,,
582,Salamence,Normal,373,♂,2919,161,10,13,13,80.0,28.0,28.0,Dragon Tail,Hydro Pump,,"2023-03-21 2:23 pm","2023-03-21 2:23 pm",16/2/2023,,,0,0,0,4500,,,,,,,,,,,,,,,,,,,,,,,,,
583,Rufflet,,627,♂,608,94,10,14,10,75.6,15.0,15.0,,,,"2023-03-21 2:22 pm","2023-03-21 2:22 pm",10/2/2023,,,0,0,0,1900,86.98%,534,96.68%,9800,60,Braviary,Normal,0,54.90%,1848,96.02%,86400,128,Braviary,Normal,0,,,,,,,,,
584,Rowlet,,722,♂,584,108,14,11,12,82.2,20.0,20.0,,,,"2023-03-21 2:22 pm","2023-03-21 2:22 pm",12/3/2023,,,0,0,0,2500,35.34%,2649,93.97%,103000,117,Dartrix,,0,57.26%,1751,96.39%,130000,247,Decidueye,Normal,0,,,,,,,,,
585,Rhydon,,112,♀,1746,145,10,12,10,71.1,20.0,20.0,Rock Smash,Earthquake,,"2023-03-21 2:22 pm","2023-03-21 2:22 pm",18/3/2023,,,0,0,0,2500,,,,,,,,,68.40%,1295,96.52%,60500,54,Rhydon,,0,,,,,,,,,
586,Remoraid,,223,♀,559,76,13,10,9,71.1,23.0,23.0,,,,"2023-03-21 2:22 pm","2023-03-21 2:22 pm",7/2/2023,,,0,0,0,3500,56.39%,1787,95.10%,3500,53,Octillery,,0,88.06%,490,96.98%,443000,282,Octillery,,0,,,,,,,,,
587,Registeel,,379,,951,102,8,10,11,64.4,14.5,14.5,Lock-On,Focus Blast,,"2023-03-21 2:22 pm","2023-03-21 2:22 pm",7/2/2023,,,0,1,0,0,45.40%,2237,94.46%,44404,51,Registeel,,1,72.16%,1141,95.82%,478809,345,Registeel,,1,,,,,,,,,
